index;Label;avg_t0;avg_t1;avg_t2;avg_t3;avg_t4;avg_t5;avg_t6;avg_t7;avg_t8;avg_t9;avg_t10;max_t0;max_t1;max_t2;max_t3;max_t4;max_t5;max_t6;max_t7;max_t8;max_t9;max_t10;min_t0;min_t1;min_t2;min_t3;min_t4;min_t5;min_t6;min_t7;min_t8;min_t9;min_t10
135;Left LiG lingual gyrus                                   ;0;8.1534;56.6751;37.3076;6.7369;-2.7375;-3.1389;-1.8138;-0.7975;-0.2922;-0.0931;0;8.4165;67.9731;38.0315;7.3942;-3.3884;-3.5875;-1.8167;-0.8506;-0.352;-0.0992;0;7.3119;55.1713;36.0145;6.5572;-2.3542;-2.839;-1.7564;-0.7168;-0.2906;-0.0778
136;Right LOrG lateral orbital gyrus                         ;0;44.8916;51.7242;16.4513;3.1375;-5.7566;-9.5293;-0.9079;-0.0108;0;0;0;54.7252;53.1497;18.5695;3.3066;-6.4699;-10.8969;-1.0001;-0.0109;0;0;0;43.4776;50.557;15.8981;2.9524;-5.5552;-8.1657;-0.8197;-0.0102;0;0
137;Left LOrG lateral orbital gyrus                          ;0;0.0017;90.0625;24.4869;-2.3021;-4.5317;-4.1637;-2.3225;-0.9018;-0.266;-0.0632;0;0.0018;98.9139;26.8326;-2.453;-5.2323;-4.4376;-2.4166;-1.0375;-0.2684;-0.0669;0;0.0014;88.6385;23.0711;-2.1924;-4.127;-4.0337;-2.2034;-0.8144;-0.1947;-0.0609
138;Right MCgG middle cingulate gyrus                        ;0;11.6022;76.6001;26.3556;-1.1979;-5.2032;-4.1363;-2.3612;-1.087;-0.4256;-0.1467;0;12.643;81.933;30.8766;-1.317;-5.4524;-4.6684;-2.4832;-1.1602;-0.4704;-0.1502;0;11.4206;72.9007;25.7122;-1.1915;-4.4242;-3.2854;-2.2311;-1.068;-0.3764;-0.1303
139;Left MCgG middle cingulate gyrus                         ;0;11.9888;96.4621;6.7922;-3.9075;-3.8767;-3.0145;-2.0517;-1.2683;-0.7288;-0.3955;0;12.8285;99.047;7.0884;-3.9194;-4.8319;-3.1566;-2.1098;-1.3698;-0.8561;-0.4376;0;10.8974;78.805;6.3057;-3.8007;-3.5133;-2.934;-2.0389;-1.1825;-0.7009;-0.3006
140;Right MFC medial frontal cortex                          ;0;30.2735;52.356;24.4674;4.3105;-2.5435;-3.4337;-2.5841;-1.5779;-0.85;-0.4182;0;32.1227;54.1299;24.6159;4.4096;-2.6323;-3.9436;-2.6153;-1.6139;-0.927;-0.4437;0;29.8359;50.6784;24.2717;3.5666;-2.1864;-3.1756;-2.4889;-1.56;-0.7678;-0.3723
141;Left MFC medial frontal cortex                           ;0;64.6437;33.3254;12.8728;1.2716;-5.4009;-4.5972;-1.7061;-0.3618;-0.0459;-0.0017;0;70.7991;37.7455;12.9604;1.3701;-5.9255;-5.205;-2.0429;-0.3784;-0.0478;-0.0021;0;55.6458;30.0919;12.1187;1.2458;-5.1586;-4.5922;-1.4732;-0.2942;-0.0368;-0.0016
142;Right MFG middle frontal gyrus                           ;0;14.9427;41.4222;34.9059;19.0154;5.6669;-16.9358;0.504;0.3382;0.1024;0.0298;0;15.1304;43.2761;38.1368;19.9303;6.512;-17.225;0.5429;0.3573;0.107;0.0309;0;14.5588;39.6897;34.5654;18.7923;5.1612;-16.5538;0.4978;0.2977;0.0952;0.0297
143;Left MFG middle frontal gyrus                            ;0;8.3552;67.5159;34.5991;4.9339;-3.2038;-4.4073;-3.5887;-2.3175;-1.2716;-0.6152;0;9.3443;67.6744;37.0485;5.1344;-3.2423;-4.6437;-3.7649;-2.56;-1.5255;-0.6263;0;8.1934;53.0976;28.3971;4.3544;-2.7169;-4.2779;-3.356;-2.3034;-1.1168;-0.6065
144;Right MOG middle occipital gyrus                         ;0;34.3212;51.0723;21.488;1.8748;-3.7079;-3.0037;-1.3975;-0.4812;-0.1342;-0.0319;0;35.6285;54.1591;22.5598;1.973;-3.897;-3.1843;-1.529;-0.5297;-0.1413;-0.0354;0;32.7786;46.4227;19.9734;1.7394;-3.2781;-2.8587;-1.2954;-0.444;-0.1299;-0.0252
145;Left MOG middle occipital gyrus                          ;0;0.0451;65.5104;51.8322;0.6608;-4.0807;-4.625;-3.9541;-2.7826;-1.6906;-0.9156;0;0.0466;68.3273;58.6861;0.6772;-4.2743;-5.4046;-4.2798;-2.9038;-2.0941;-0.9453;0;0.0439;51.3675;48.0332;0.5929;-3.3403;-3.912;-3.8121;-2.6032;-1.4727;-0.8306
146;Right MOrG medial orbital gyrus                          ;0;36.6975;45.9664;25.5661;6.087;-4.778;-5.6354;-2.797;-0.8768;-0.1965;-0.0332;0;44.3894;50.2324;25.679;6.7843;-5.1607;-6.0065;-3.0637;-1.0114;-0.2028;-0.0332;0;34.1652;43.2206;19.7997;5.7525;-3.9651;-4.828;-2.6812;-0.7147;-0.1903;-0.0304
147;Left MOrG medial orbital gyrus                           ;0;10.7238;65.9914;34.1632;2.4894;-5.0523;-4.3059;-2.3914;-1.0687;-0.4099;-0.1397;0;11.4428;67.4474;38.293;2.7437;-5.1662;-4.904;-2.4032;-1.0787;-0.4101;-0.147;0;10.3088;54.9146;32.1773;2.0301;-4.6473;-2.7748;-2.0637;-0.9317;-0.2853;-0.1323
148;Right MPoG postcentral gyrus medial segment              ;0;40.3182;40.8152;20.4762;5.9339;-0.6169;-2.3497;-2.0859;-1.3608;-0.7547;-0.3755;0;45.1162;43.7435;20.6657;6.1133;-0.6522;-2.6121;-2.3661;-1.4953;-0.7595;-0.3987;0;34.158;39.9237;20.3316;5.6;-0.6052;-2.3307;-2.0481;-1.3304;-0.7292;-0.3526
149;Left MPoG postcentral gyrus medial segment               ;0;25.8693;47.0724;29.8332;11.8993;0.4754;-4.6488;-4.9653;-3.2621;-1.618;-0.6554;0;29.6292;49.6313;35.8765;12.6681;0.5278;-4.904;-5.2734;-3.5698;-1.7573;-0.7272;0;25.6342;40.891;27.5384;11.2134;0.464;-3.978;-4.8061;-2.8693;-1.4438;-0.6497
150;Right MPrG precentral gyrus medial segment               ;0;92.1227;24.3424;5.9084;-1.5628;-6.2351;-6.8172;-4.5363;-2.1649;-0.808;-0.2492;0;98.7825;26.4708;5.9508;-1.5669;-6.3005;-6.9351;-4.7016;-2.3719;-0.8404;-0.2713;0;87.4253;23.7884;5.855;-1.4818;-5.5096;-6.6549;-3.7513;-1.961;-0.7889;-0.2043
151;Left MPrG precentral gyrus medial segment                ;0;36.0203;57.069;19.4262;3.1246;-5.087;-7.5222;-2.6572;-0.3509;-0.022;-0.0008;0;37.2307;57.7052;19.905;3.1624;-5.2361;-7.7325;-2.9222;-0.3961;-0.0229;-0.0008;0;34.2428;53.23;17.5729;2.8661;-5.0813;-7.4298;-2.0075;-0.2732;-0.0205;-0.0007
152;Right MSFG superior frontal gyrus medial segment         ;0;11.1101;95.832;7.7376;-3.6458;-4.4855;-3.3902;-1.8897;-0.8442;-0.3187;-0.1054;0;13.183;103.7021;8.7293;-4.4282;-4.5332;-3.466;-2.2436;-0.9536;-0.325;-0.1116;0;9.9818;91.5697;7.5085;-3.4021;-4.2059;-3.1036;-1.7208;-0.8332;-0.2862;-0.0893
153;Left MSFG superior frontal gyrus medial segment          ;0;25.1883;40.4696;26.7253;10.2145;0.6323;-1.7028;-1.0705;-0.3634;-0.0818;-0.0116;0;26.7551;45.9821;26.7808;10.427;0.6546;-1.7535;-1.1076;-0.3729;-0.0932;-0.0118;0;24.6409;33.4798;23.0718;9.849;0.5765;-1.6446;-1.0235;-0.3536;-0.0742;-0.0113
154;Right MTG middle temporal gyrus                          ;0;3.918;81.6623;28.9001;-1.6527;-5.0963;-3.9884;-2.2394;-1.0018;-0.3775;-0.1243;0;3.9887;82.4579;30.6265;-1.7673;-5.4695;-4.6746;-2.4264;-1.1033;-0.3951;-0.1405;0;3.6425;73.4062;28.2751;-1.611;-5.0054;-3.746;-2.0911;-0.9989;-0.3731;-0.1171
155;Left MTG middle temporal gyrus                           ;0;-0.0457;103.0974;-0.523;-0.6201;-0.583;-0.4751;-0.3512;-0.242;-0.1581;-0.0991;0;-0.053;115.9141;-0.6217;-0.7422;-0.643;-0.4845;-0.3869;-0.2545;-0.1694;-0.1041;0;-0.0412;94.3452;-0.4326;-0.593;-0.5496;-0.4622;-0.3415;-0.2147;-0.1459;-0.0974
156;Right OCP occipital pole                                 ;0;20.9919;46.1679;32.4705;12.1297;-0.1807;-4.1062;-3.6681;-2.1842;-1.041;-0.4252;0;23.5129;46.2289;35.1018;13.399;-0.1914;-4.765;-4.1843;-2.4963;-1.1914;-0.4904;0;15.7876;42.628;29.9075;11.0678;-0.18;-3.8082;-3.4659;-2.0161;-1.0335;-0.4172
157;Left OCP occipital pole                                  ;0;34.1811;41.1699;19.4146;6.4036;1.3033;-2.5917;0.0945;0.0199;0.004;0.0008;0;36.1821;46.0035;19.8227;6.5095;1.3147;-2.8987;0.0971;0.0206;0.0047;0.0008;0;30.3848;39.5207;18.7153;6.2327;1.2445;-2.3169;0.0868;0.0184;0.0035;0.0007
160;Right OFuG occipital fusiform gyrus                      ;0;3.5123;83.0065;33.1236;-0.6819;-11.8611;-6.1752;-0.8746;-0.0484;-0.0013;0;0;3.8197;85.6766;33.3803;-0.7214;-12.403;-6.7993;-0.9211;-0.0529;-0.0014;0;0;3.3432;72.4644;32.9675;-0.6678;-10.681;-5.4872;-0.803;-0.0397;-0.0012;0
161;Left OFuG occipital fusiform gyrus                       ;0;42.0474;46.996;17.6113;2.6921;-2.0601;-2.7399;-2.1238;-1.3307;-0.7296;-0.3626;0;45.1124;50.8979;18.2019;2.7505;-2.0711;-3.1173;-2.3045;-1.4369;-0.7601;-0.3875;0;39.6517;44.7486;16.4998;2.1692;-1.7338;-2.6742;-2.0899;-1.1275;-0.6002;-0.301
162;Right OpIFG opercular part of the inferior frontal gyrus ;0;1.4873;34.6389;35.1256;20.4634;8.4121;2.0843;-0.3054;-0.8127;-0.6717;-0.4217;0;1.7983;36.1187;36.6364;20.9547;8.7007;2.2595;-0.3125;-0.8617;-0.7685;-0.464;0;1.3655;33.1052;28.3124;20.2221;8.0194;1.692;-0.275;-0.7908;-0.6277;-0.3836
163;Left OpIFG opercular part of the inferior frontal gyrus  ;0;2.5739;87.7612;23.5456;-2.5812;-3.9657;-3.067;-2.0059;-1.1707;-0.627;-0.3141;0;2.8618;89.2079;27.0302;-2.8448;-4.3712;-3.0752;-2.3475;-1.3532;-0.6413;-0.3283;0;2.4172;77.6316;22.6996;-2.4724;-3.4956;-3.0077;-1.9296;-1.1604;-0.5985;-0.2996
164;Right OrIFG orbital part of the inferior frontal gyrus   ;0;5.4361;107.4898;9.4766;-4.936;-8.4662;-5.9694;-2.3233;-0.5863;-0.1064;-0.0149;0;5.474;116.7068;10.1503;-4.9805;-8.9947;-6.1259;-2.7497;-0.6681;-0.1137;-0.0154;0;5.2875;101.1682;8.9199;-4.709;-8.4435;-5.5145;-2.1514;-0.5412;-0.093;-0.0145
165;Left OrIFG orbital part of the inferior frontal gyrus    ;0;32.8789;75.9534;12.6303;-5.4246;-7.6839;-5.1044;-2.2598;-0.7476;-0.1982;-0.0442;0;34.9138;80.9289;13.3374;-5.8799;-8.0559;-5.6656;-2.2872;-0.758;-0.2056;-0.048;0;27.145;74.6878;9.7498;-5.1524;-7.6065;-4.8862;-1.9984;-0.7092;-0.1719;-0.0421
166;Right PCgG posterior cingulate gyrus                     ;0;50.4968;33.6258;16.6484;5.4483;-0.2015;-1.9757;-1.857;-1.2164;-0.6573;-0.3113;0;52.8392;33.7821;20.6494;5.6103;-0.2051;-2.1921;-2.3176;-1.3018;-0.7011;-0.3309;0;50.4024;32.293;14.789;4.8031;-0.1504;-1.8863;-1.6574;-1.1609;-0.6109;-0.2984
167;Left PCgG posterior cingulate gyrus                      ;0;2.7405;80.0903;34.1381;-1.8577;-5.9239;-4.6321;-2.6585;-1.2358;-0.4897;-0.1711;0;3.0378;93.3513;36.0181;-2.0723;-7.078;-4.6917;-2.8174;-1.3002;-0.5859;-0.1879;0;2.334;78.2841;31.3508;-1.782;-5.7544;-4.1806;-2.1953;-1.1432;-0.4683;-0.1551
168;Right PCu precuneus                                      ;0;55.3931;43.312;10.8804;-0.6478;-2.783;-2.4427;-1.6964;-1.0586;-0.6164;-0.3408;0;65.9205;45.2554;11.3425;-0.6767;-2.8059;-2.4759;-1.8384;-1.1395;-0.66;-0.3632;0;54.3825;39.3402;10.3524;-0.5812;-2.6072;-2.1161;-1.6134;-0.8546;-0.5717;-0.3202
169;Left PCu precuneus                                       ;0;0.0086;96.7068;24.7135;-1.0357;-4.485;-6.7229;-5.3286;-2.6643;-0.94;-0.2524;0;0.0095;115.962;28.4014;-1.1506;-4.6216;-7.088;-6.0087;-2.7439;-0.9645;-0.2721;0;0.0082;79.6898;23.07;-0.9655;-4.1682;-5.7284;-5.0028;-2.6413;-0.8493;-0.2442
170;Right PHG parahippocampal gyrus                          ;0;0;0.0143;1.344;10.4972;24.5438;28.079;20.008;10.1794;4.0253;1.3089;0;0;0.0149;1.5537;11.6947;30.6143;28.6121;22.4909;11.251;4.0279;1.4432;0;0;0.013;1.1655;9.6482;19.5887;22.4724;19.0877;9.992;3.9687;1.2173
171;Left PHG parahippocampal gyrus                           ;0;8.9383;90.5092;18.6595;-4.6446;-5.7285;-3.9941;-2.1842;-1.0041;-0.4045;-0.1469;0;9.4261;98.4894;20.542;-5.078;-6.237;-4.7004;-2.2762;-1.0338;-0.4217;-0.1551;0;7.5112;79.0934;18.4241;-4.3926;-5.5723;-3.9797;-2.0824;-0.9953;-0.3912;-0.1272
172;Right PIns posterior insula                              ;0;34.4787;37.1008;21.1531;8.6969;2.1677;-0.4289;-1.0779;-0.9752;-0.6877;-0.4276;0;39.7516;38.8583;21.5165;9.1497;2.5155;-0.4514;-1.1223;-1.1175;-0.7077;-0.4642;0;30.3571;31.3623;19.8143;8.1013;1.9901;-0.3739;-1.0168;-0.968;-0.6646;-0.3928
173;Left PIns posterior insula                               ;0;0.3656;51.7315;48.7364;7.4465;-1.886;-2.2332;-1.6877;-1.1785;-0.7869;-0.5078;0;0.3801;64.2848;52.5085;7.8856;-2.1039;-2.7477;-1.816;-1.22;-0.9086;-0.5516;0;0.2936;48.6893;46.4459;6.9873;-1.7666;-2.0691;-1.5807;-1.1583;-0.7699;-0.4249
174;Right PO parietal operculum                              ;0;0;55.1741;61.7726;-3.3101;-5.6564;-4.1278;-2.2776;-1.0314;-0.403;-0.1404;0;0;56.2384;62.6336;-3.7673;-5.7828;-4.5926;-2.3472;-1.046;-0.4329;-0.155;0;0;52.7316;61.3802;-2.9854;-5.2694;-3.8773;-2.0994;-0.838;-0.3685;-0.1281
175;Left PO parietal operculum                               ;0;0.9113;65.6555;40.8548;4.4708;-3.3865;-3.8857;-2.6068;-1.3052;-0.5276;-0.1807;0;1.0127;70.3005;41.4881;4.6069;-3.6378;-4.4651;-2.7717;-1.3136;-0.5646;-0.1881;0;0.7477;58.7203;38.5823;4.4383;-3.0356;-3.6367;-2.5373;-1.1436;-0.4665;-0.1459
176;Right PoG postcentral gyrus                              ;0;9.0418;44.6038;38.5384;17.5684;0.2708;-6.013;-3.1959;-0.7265;-0.0847;-0.003;0;9.3853;45.0887;43.4434;17.9118;0.3251;-6.7943;-3.3381;-0.7362;-0.0938;-0.0034;0;7.8694;43.7123;32.4663;17.3781;0.2451;-5.6684;-3.1821;-0.6888;-0.0803;-0.0025
177;Left PoG postcentral gyrus                               ;0;49.9761;37.3143;17.5462;3.5591;-3.0909;-3.235;-1.5129;-0.4528;-0.093;-0.0112;0;57.485;40.8123;18.2112;3.9715;-3.5107;-3.7733;-1.6424;-0.5022;-0.0979;-0.0112;0;47.5873;30.8268;17.3257;3.1859;-2.6553;-2.9388;-1.3723;-0.4153;-0.0879;-0.0108
178;Right POrG posterior orbital gyrus                       ;0;69.9737;36.2945;7.9853;-3.2566;-6.1349;-3.5112;-1.0931;-0.2216;-0.0325;-0.0037;0;76.3359;36.4079;8.3209;-3.2673;-6.1619;-3.9564;-1.116;-0.237;-0.0327;-0.0041;0;68.7037;31.8546;6.6872;-3.2265;-5.6357;-3.3819;-1.0734;-0.194;-0.027;-0.0037
179;Left POrG posterior orbital gyrus                        ;0;13.4218;58.1652;35.3252;9.9916;-2.7064;-6.6084;-4.7712;-2.0576;-0.6189;-0.1412;0;13.5746;61.4814;36.0127;10.9459;-2.712;-6.6452;-4.8852;-2.189;-0.6789;-0.1673;0;11.7101;56.3481;28.9674;9.4274;-2.6581;-5.8895;-4.287;-1.8655;-0.6005;-0.1162
180;Right PP planum polare                                   ;0;-0.0009;113.2519;-1.6117;-3.489;-3.6518;-2.4859;-1.261;-0.5165;-0.1798;-0.0551;0;-0.0009;123.6947;-1.6836;-3.5843;-3.9042;-2.8567;-1.3654;-0.5688;-0.1852;-0.0569;0;-0.0009;93.6575;-1.5342;-3.0515;-3.6353;-2.2972;-1.1843;-0.4611;-0.173;-0.0508
181;Left PP planum polare                                    ;0;25.4007;76.5717;22.6097;-0.9377;-12.1804;-8.8679;-2.2918;-0.2832;-0.02;-0.0009;0;27.4204;81.1879;23.3744;-1.0462;-12.5975;-9.8422;-2.9859;-0.3558;-0.0218;-0.0011;0;23.1732;65.057;21.7222;-0.8695;-11.4014;-8.7748;-2.1228;-0.2735;-0.0163;-0.0008
182;Right PrG precentral gyrus                               ;0;4.1869;62.1034;39.5856;4.737;-3.0285;-3.1083;-2.1448;-1.283;-0.697;-0.3514;0;4.2995;63.3487;48.3597;5.0704;-3.1294;-3.1705;-2.5372;-1.416;-0.7319;-0.357;0;4.1068;53.9376;37.1811;4.5086;-2.8958;-3.0276;-1.9752;-1.2535;-0.6937;-0.3136
183;Left PrG precentral gyrus                                ;0;49.5265;43.0386;18.7034;2.9718;-4.323;-5.0347;-3.0451;-1.293;-0.4277;-0.1168;0;49.6889;54.4162;20.8984;3.3109;-4.9951;-5.5186;-3.3874;-1.5899;-0.4468;-0.1447;0;45.8163;42.8016;17.2978;2.7508;-4.0537;-3.4682;-2.6019;-1.2776;-0.4124;-0.0964
184;Right PT planum temporale                                ;0;32.4149;68.0313;13.314;-1.6003;-3.5948;-3.3668;-2.4603;-1.5161;-0.8207;-0.4012;0;33.5875;71.6293;14.5266;-1.6256;-3.8571;-3.627;-2.6641;-1.5604;-0.8335;-0.432;0;30.6931;63.1;11.11;-1.4247;-3.5653;-3.1556;-2.1849;-1.5004;-0.805;-0.3415
185;Left PT planum temporale                                 ;0;6.799;54.6123;38.9517;8.1412;-2.9654;-3.2559;-1.5677;-0.5356;-0.146;-0.0337;0;7.2744;58.3902;39.5421;8.9296;-3.2051;-3.6227;-1.8589;-0.5826;-0.1534;-0.0348;0;5.6861;53.6844;37.8933;8.0334;-2.9207;-3.1413;-1.4325;-0.5251;-0.1237;-0.0295
186;Right SCA subcallosal area                               ;0;74.1744;29.0664;8.9839;1.1723;-4.6848;-5.5383;-2.4936;-0.5877;-0.0846;-0.008;0;80.9189;31.1699;9.1843;1.277;-4.9217;-5.9075;-2.6582;-0.694;-0.0906;-0.0083;0;59.4512;27.869;8.5927;1.0456;-4.279;-5.3103;-2.3598;-0.5317;-0.0825;-0.0077
187;Left SCA subcallosal area                                ;0;20.2918;53.3499;31.4894;9.2384;-2.4372;-5.3221;-3.8467;-1.8593;-0.6921;-0.2122;0;21.211;53.3569;32.8106;10.0786;-2.5733;-5.7151;-4.3112;-1.9537;-0.7008;-0.2139;0;19.2035;46.8232;30.8684;8.8517;-2.2953;-5.1616;-3.0132;-1.6958;-0.6115;-0.1799
190;Right SFG superior frontal gyrus                         ;0;41.1804;60.3133;14.5352;-0.1025;-5.044;-5.6348;-3.4053;-1.3493;-0.3893;-0.0876;0;47.3631;67.2353;15.3841;-0.1059;-5.061;-6.1387;-4.2024;-1.3865;-0.478;-0.0982;0;39.011;52.9835;13.1369;-0.0944;-4.9281;-5.0323;-2.953;-1.3025;-0.3753;-0.066
191;Left SFG superior frontal gyrus                          ;0;0.2751;108.3659;6.3819;-3.3472;-4.195;-3.4838;-2.1893;-1.1227;-0.4931;-0.1917;0;0.3211;120.9462;6.5429;-3.4378;-4.2026;-3.5111;-2.1973;-1.1681;-0.5088;-0.1944;0;0.2559;103.7468;6.1316;-3.3413;-3.7813;-3.4503;-2.1049;-1.1004;-0.4136;-0.1822
192;Right SMC supplementary motor cortex                     ;0;16.6329;54.7615;30.0035;5.7877;-1.8564;-2.4363;-1.5605;-0.8055;-0.37;-0.157;0;17.506;68.2035;32.5648;6.6456;-1.9828;-2.7898;-1.5761;-0.8102;-0.4442;-0.1597;0;15.2986;53.7784;26.9122;4.8381;-1.8441;-2.2596;-1.3767;-0.772;-0.3689;-0.1381
193;Left SMC supplementary motor cortex                      ;0;42.4174;38.7074;18.8437;5.0305;-0.7862;-1.8615;-1.3149;-0.6629;-0.2746;-0.099;0;44.5389;39.0388;18.9183;5.6313;-0.8824;-1.8837;-1.4194;-0.7828;-0.2952;-0.106;0;35.7154;37.7615;18.5045;4.6987;-0.6848;-1.6377;-1.1325;-0.5493;-0.2415;-0.094
194;Right SMG supramarginal gyrus                            ;0;4.1389;49.7313;40.0749;15.7364;1.8184;-4.494;-4.3604;-1.9815;-0.5556;-0.1084;0;4.5445;54.6866;40.4534;15.9428;1.8562;-4.7753;-4.527;-2.1118;-0.6284;-0.1472;0;3.8162;41.4785;39.3003;14.8061;1.8017;-3.8681;-3.9978;-1.9399;-0.5137;-0.1031
195;Left SMG supramarginal gyrus                             ;0;14.2089;52.4542;37.1575;12.9468;-1.6449;-7.7623;-5.2775;-1.714;-0.3274;-0.0413;0;14.8745;65.1193;39.4647;13.4854;-1.7687;-8.4969;-5.295;-1.9027;-0.3821;-0.0462;0;12.5842;47.7361;35.0244;11.9515;-1.3365;-7.0743;-4.9219;-1.6488;-0.32;-0.0362
196;Right SOG superior occipital gyrus                       ;0;21.8978;73.3606;20.7373;2.1151;-3.4574;-9.7609;-4.3506;-0.5188;-0.0227;-0.0004;0;25.5594;79.015;20.8009;2.399;-3.8452;-10.0354;-4.361;-0.5811;-0.0262;-0.0005;0;20.884;61.3375;19.9842;1.908;-3.3781;-9.6289;-4.1853;-0.4465;-0.0227;-0.0004
197;Left SOG superior occipital gyrus                        ;0;53.8123;53.2829;8.0347;-2.0481;-4.6026;-4.2072;-2.5522;-1.1616;-0.4261;-0.1321;0;63.0965;59.9468;8.8943;-2.2865;-4.9293;-4.3058;-2.5965;-1.2519;-0.4726;-0.1323;0;46.8941;49.3745;8.0108;-1.9407;-4.061;-3.9377;-2.3061;-1.1382;-0.3864;-0.1314
198;Right SPL superior parietal lobule                       ;0;5.5006;58.2746;39.6142;9.0658;-2.6012;-4.6777;-3.1631;-1.4137;-0.4729;-0.1266;0;6.0071;59.29;42.0782;9.4543;-3.1404;-4.8914;-3.585;-1.4859;-0.509;-0.1502;0;5.2939;51.7169;38.4095;8.4698;-2.551;-4.2644;-2.3503;-1.41;-0.4396;-0.1243
199;Left SPL superior parietal lobule                        ;0;44.9952;49.32;5.4148;0.2615;0.0082;0.0002;0;0;0;0;0;53.2517;58.9851;5.6635;0.2963;0.0091;0.0002;0;0;0;0;0;42.2603;44.6822;5.0346;0.2463;0.0079;0.0002;0;0;0;0
200;Right STG superior temporal gyrus                        ;0;0.0006;108.5393;13.0919;-3.8774;-13.585;-3.9551;-0.2109;-0.0033;0;0;0;0.0006;108.7566;13.2883;-4.623;-14.3167;-4.2167;-0.22;-0.0035;0;0;0;0.0005;100.7636;11.7882;-3.2131;-12.4389;-3.6495;-0.1939;-0.003;0;0
201;Left STG superior temporal gyrus                         ;0;5.2591;58.7682;37.0533;10.7085;-0.8768;-4.136;-3.5321;-1.9864;-0.8589;-0.3056;0;5.2963;62.0844;38.6636;12.0899;-0.8854;-4.5105;-3.6832;-2.1712;-0.8672;-0.3134;0;5.0231;56.0093;36.8908;9.2913;-0.7714;-3.9764;-3.3815;-1.8591;-0.7616;-0.3037
202;Right TMP temporal pole                                  ;0;0.0001;110.3943;10.3077;-1.5412;-4.8306;-6.27;-4.6374;-2.3101;-0.8584;-0.2545;0;0.0001;119.5782;11.1694;-1.553;-4.9129;-7.0039;-5.0285;-2.3862;-0.9251;-0.275;0;0.0001;92.7311;10.1397;-1.2569;-4.7881;-5.8738;-4.1789;-2.1217;-0.8508;-0.2448
203;Left TMP temporal pole                                   ;0;35.8197;32.2424;19.9172;8.814;2.4934;0.314;0.01;0.1082;0.1535;0.1276;0;36.9199;34.5283;21.5071;9.194;2.9203;0.331;0.0118;0.1339;0.1537;0.1304;0;35.1053;30.5469;19.8491;8.0831;2.2467;0.3118;0.0099;0.0889;0.1293;0.1186
204;Right TrIFG triangular part of the inferior frontal gyrus;0;34.4649;82.2049;9.635;0.0935;-15.1923;-10.8442;-0.3606;-0.0013;0;0;0;36.706;88.2331;11.9544;0.1029;-17.4999;-12.3368;-0.3614;-0.0013;0;0;0;32.5467;79.5646;9.0418;0.0828;-14.6802;-10.1883;-0.351;-0.0013;0;0
205;Left TrIFG triangular part of the inferior frontal gyrus ;0;11.8195;46.3861;39.5862;9.9963;-6.2827;-1.7089;0.1086;0.075;0.0167;0.0031;0;12.9861;51.6064;42.3273;10.3502;-6.477;-1.8124;0.1245;0.0817;0.0173;0.0032;0;10.7789;36.667;33.0149;9.9433;-5.9648;-1.5898;0.0999;0.0727;0.016;0.0023
206;Right TTG transverse temporal gyrus                      ;0;0;116.8425;-0.167;-2.3732;-5.156;-4.9896;-2.7776;-1.0342;-0.2837;-0.0612;0;0;130.8446;-0.2031;-2.5604;-5.5165;-6.0017;-2.9712;-1.0482;-0.2914;-0.069;0;0;112.2841;-0.1641;-2.3183;-4.4101;-4.8674;-2.4517;-0.9511;-0.2759;-0.0484
207;Left TTG transverse temporal gyrus                       ;0;69.8538;52.4407;-0.1979;-4.4461;-6.4792;-5.562;-3.3248;-1.5269;-0.5737;-0.1841;0;70.0471;57.8655;-0.2306;-4.6612;-6.5696;-5.7579;-3.8576;-1.5665;-0.6008;-0.1868;0;63.9674;50.5066;-0.1807;-4.0959;-6.1844;-5.1829;-2.8527;-1.3812;-0.5014;-0.1798
